,datum,sat,stanica,smjer vjetra,brzina vjetra (m/s),pritisak (hPa),temp.(°C),rel.vlažnost (%),kol.padavina (mm)
11,26.09.2020.,12:00,Sarajevo,E,2.7,924.7,10.9,80,1.0
11,26.09.2020.,13:00,Sarajevo,ESE,3.5,924.4,11.9,72,
11,26.09.2020.,13:00,Sarajevo,ESE,3.5,924.4,11.9,72,
11,26.09.2020.,13:00,Sarajevo,ESE,3.5,924.4,11.9,72,
11,28.09.2020.,08:00,Sarajevo,SSW,4.5,932.6,16.0,54,
11,28.09.2020.,08:00,Sarajevo,SSW,4.5,932.6,16.0,54,
11,28.09.2020.,08:00,Sarajevo,SSW,4.5,932.6,16.0,54,
11,28.09.2020.,08:00,Sarajevo,SSW,4.5,932.6,16.0,54,
11,28.09.2020.,09:00,Sarajevo,SW,4.0,933.1,18.2,46,
11,28.09.2020.,09:00,Sarajevo,SW,4.0,933.1,18.2,46,
11,,09:00,Sarajevo,SW,4.0,933.1,18.2,46,
11,,09:00,Sarajevo,SW,4.0,933.1,18.2,46,
11,,10:00,Sarajevo,SW,5.0,934.1,17.8,50,
11,,10:00,Sarajevo,SW,5.0,934.1,17.8,50,
11,,10:00,Sarajevo,SW,5.0,934.1,17.8,50,
11,,10:00,Sarajevo,SW,5.0,934.1,17.8,50,
11,,11:00,Sarajevo,SSW,6.0,934.3,18.6,45,
11,,11:00,Sarajevo,SSW,6.0,934.3,18.6,45,
11,,11:00,Sarajevo,SSW,6.0,934.3,18.6,45,
11,,11:00,Sarajevo,SSW,6.0,934.3,18.6,45,
11,,12:00,Sarajevo,SSW,6.5,934.9,19.1,41,
11,,12:00,Sarajevo,SSW,6.5,934.9,19.1,41,
11,,12:00,Sarajevo,SSW,6.5,934.9,19.1,41,
11,,12:00,Sarajevo,SSW,6.5,934.9,19.1,41,
11,28.09.2020.,13:00,Sarajevo,SSW,5.1,936.9,17.3,45,
11,28.09.2020.,13:00,Sarajevo,SSW,5.1,936.9,17.3,45,
11,28.09.2020.,13:00,Sarajevo,SSW,5.1,936.9,17.3,45,
11,28.09.2020.,13:00,Sarajevo,SSW,5.1,936.9,17.3,45,
11,28.09.2020.,14:00,Sarajevo,SW,3.3,937.8,15.0,52,
11,28.09.2020.,14:00,Sarajevo,SW,3.3,937.8,15.0,52,
11,28.09.2020.,14:00,Sarajevo,SW,3.3,937.8,15.0,52,
11,28.09.2020.,14:00,Sarajevo,SW,3.3,937.8,15.0,52,
11,28.09.2020.,15:00,Sarajevo,SSW,3.6,937.6,16.2,49,
11,28.09.2020.,15:00,Sarajevo,SSW,3.6,937.6,16.2,49,
11,29.09.2020.,08:00,Sarajevo,E,0.5,940.9,9.5,90,
11,29.09.2020.,08:00,Sarajevo,E,0.5,940.9,9.5,90,
11,29.09.2020.,08:00,Sarajevo,E,0.5,940.9,9.5,90,
11,29.09.2020.,08:00,Sarajevo,E,0.5,940.9,9.5,90,
11,29.09.2020.,09:00,Sarajevo,W,0.5,941.5,10.3,87,
11,29.09.2020.,09:00,Sarajevo,W,0.5,941.5,10.3,87,
11,29.09.2020.,09:00,Sarajevo,W,0.5,941.5,10.3,87,
11,29.09.2020.,09:00,Sarajevo,W,0.5,941.5,10.3,87,
11,29.09.2020.,10:00,Sarajevo,WSW,0.8,941.8,11.3,81,
11,29.09.2020.,10:00,Sarajevo,WSW,0.8,941.8,11.3,81,
11,29.09.2020.,10:00,Sarajevo,WSW,0.8,941.8,11.3,81,
11,29.09.2020.,10:00,Sarajevo,WSW,0.8,941.8,11.3,81,
11,29.09.2020.,11:00,Sarajevo,W,0.9,941.8,13.4,73,
11,29.09.2020.,11:00,Sarajevo,W,0.9,941.8,13.4,73,
11,29.09.2020.,11:00,Sarajevo,W,0.9,941.8,13.4,73,
11,29.09.2020.,11:00,Sarajevo,W,0.9,941.8,13.4,73,
11,29.09.2020.,12:00,Sarajevo,WNW,1.2,941.6,14.2,66,
11,29.09.2020.,12:00,Sarajevo,WNW,1.2,941.6,14.2,66,
11,29.09.2020.,12:00,Sarajevo,WNW,1.2,941.6,14.2,66,
11,29.09.2020.,12:00,Sarajevo,WNW,1.2,941.6,14.2,66,
11,29.09.2020.,13:00,Sarajevo,NW,1.4,941.5,14.8,63,
11,29.09.2020.,13:00,Sarajevo,NW,1.4,941.5,14.8,63,
11,29.09.2020.,13:00,Sarajevo,NW,1.4,941.5,14.8,63,
11,29.09.2020.,13:00,Sarajevo,NW,1.4,941.5,14.8,63,
11,29.09.2020.,14:00,Sarajevo,WNW,1.6,941.2,15.8,54,
11,29.09.2020.,14:00,Sarajevo,WNW,1.6,941.2,15.8,54,
11,29.09.2020.,14:00,Sarajevo,WNW,1.6,941.2,15.8,54,
11,29.09.2020.,14:00,Sarajevo,WNW,1.6,941.2,15.8,54,
11,29.09.2020.,15:00,Sarajevo,NW,2.1,941.3,13.7,69,2.6
11,30.09.2020.,08:00,Sarajevo,SE,0.6,942.3,8.2,90,
11,30.09.2020.,08:00,Sarajevo,SE,0.6,942.3,8.2,90,
11,30.09.2020.,08:00,Sarajevo,SE,0.6,942.3,8.2,90,
11,30.09.2020.,08:00,Sarajevo,SE,0.6,942.3,8.2,90,
11,30.09.2020.,09:00,Sarajevo,WSW,0.7,942.8,8.7,88,
11,30.09.2020.,09:00,Sarajevo,WSW,0.7,942.8,8.7,88,
11,30.09.2020.,09:00,Sarajevo,WSW,0.7,942.8,8.7,88,
11,30.09.2020.,09:00,Sarajevo,WSW,0.7,942.8,8.7,88,
11,30.09.2020.,10:00,Sarajevo,WSW,0.7,942.5,9.4,87,
11,30.09.2020.,10:00,Sarajevo,WSW,0.7,942.5,9.4,87,
11,30.09.2020.,10:00,Sarajevo,WSW,0.7,942.5,9.4,87,
11,30.09.2020.,10:00,Sarajevo,WSW,0.7,942.5,9.4,87,
11,30.09.2020.,11:00,Sarajevo,W,0.7,941.9,11.9,72,
11,30.09.2020.,11:00,Sarajevo,W,0.7,941.9,11.9,72,
11,30.09.2020.,11:00,Sarajevo,W,0.7,941.9,11.9,72,
11,30.09.2020.,11:00,Sarajevo,W,0.7,941.9,11.9,72,
11,30.09.2020.,12:00,Sarajevo,WSW,1.1,941.5,14.5,63,
11,30.09.2020.,12:00,Sarajevo,WSW,1.1,941.5,14.5,63,
11,30.09.2020.,12:00,Sarajevo,WSW,1.1,941.5,14.5,63,
11,30.09.2020.,12:00,Sarajevo,WSW,1.1,941.5,14.5,63,
11,30.09.2020.,13:00,Sarajevo,SW,2.0,940.9,16.9,53,
11,30.09.2020.,13:00,Sarajevo,SW,2.0,940.9,16.9,53,
11,30.09.2020.,13:00,Sarajevo,SW,2.0,940.9,16.9,53,
11,30.09.2020.,13:00,Sarajevo,SW,2.0,940.9,16.9,53,
11,30.09.2020.,14:00,Sarajevo,W,1.4,940.2,16.6,51,
11,30.09.2020.,14:00,Sarajevo,W,1.4,940.2,16.6,51,
11,30.09.2020.,14:00,Sarajevo,W,1.4,940.2,16.6,51,
11,30.09.2020.,14:00,Sarajevo,W,1.4,940.2,16.6,51,
11,30.09.2020.,15:00,Sarajevo,WNW,2.0,939.6,16.3,50,
11,30.09.2020.,15:00,Sarajevo,WNW,2.0,939.6,16.3,50,
11,01.10.2020.,08:00,Sarajevo,SE,0.5,936.3,8.8,90,
11,01.10.2020.,08:00,Sarajevo,SE,0.5,936.3,8.8,90,
11,01.10.2020.,08:00,Sarajevo,SE,0.5,936.3,8.8,90,
11,01.10.2020.,08:00,Sarajevo,SE,0.5,936.3,8.8,90,
11,01.10.2020.,09:00,Sarajevo,SE,0.6,936.0,12.8,76,
11,01.10.2020.,09:00,Sarajevo,SE,0.6,936.0,12.8,76,
11,01.10.2020.,09:00,Sarajevo,SE,0.6,936.0,12.8,76,
11,01.10.2020.,09:00,Sarajevo,SE,0.6,936.0,12.8,76,
11,01.10.2020.,10:00,Sarajevo,SW,0.6,935.7,16.6,60,
11,01.10.2020.,10:00,Sarajevo,SW,0.6,935.7,16.6,60,
11,01.10.2020.,10:00,Sarajevo,SW,0.6,935.7,16.6,60,
11,01.10.2020.,10:00,Sarajevo,SW,0.6,935.7,16.6,60,
11,01.10.2020.,11:00,Sarajevo,WNW,1.0,935.6,18.7,44,
11,01.10.2020.,11:00,Sarajevo,WNW,1.0,935.6,18.7,44,
11,01.10.2020.,11:00,Sarajevo,WNW,1.0,935.6,18.7,44,
11,01.10.2020.,11:00,Sarajevo,WNW,1.0,935.6,18.7,44,
11,01.10.2020.,12:00,Sarajevo,W,1.6,935.5,18.5,46,
11,01.10.2020.,12:00,Sarajevo,W,1.6,935.5,18.5,46,
11,01.10.2020.,12:00,Sarajevo,W,1.6,935.5,18.5,46,
11,01.10.2020.,12:00,Sarajevo,W,1.6,935.5,18.5,46,
11,01.10.2020.,13:00,Sarajevo,W,1.8,934.9,20.2,38,
11,01.10.2020.,13:00,Sarajevo,W,1.8,934.9,20.2,38,
11,01.10.2020.,13:00,Sarajevo,W,1.8,934.9,20.2,38,
11,01.10.2020.,13:00,Sarajevo,W,1.8,934.9,20.2,38,
11,,14:00,Sarajevo,W,3.0,934.5,20.9,36,
11,,14:00,Sarajevo,W,3.0,934.5,20.9,36,
11,,14:00,Sarajevo,W,3.0,934.5,20.9,36,
11,,14:00,Sarajevo,W,3.0,934.5,20.9,36,
11,01.10.2020.,15:00,Sarajevo,W,3.3,934.5,21.2,37,
11,01.10.2020.,15:00,Sarajevo,W,3.3,934.5,21.2,37,
11,01.10.2020.,19:00,Sarajevo,W,1.4,935.3,15.9,59,
11,01.10.2020.,20:00,Sarajevo,WNW,1.5,935.8,14.7,63,
11,02.10.2020.,08:00,Sarajevo,ESE,2.3,936.1,11.0,79,
11,02.10.2020.,08:00,Sarajevo,ESE,2.3,936.1,11.0,79,
11,02.10.2020.,08:00,Sarajevo,ESE,2.3,936.1,11.0,79,
11,02.10.2020.,08:00,Sarajevo,ESE,2.3,936.1,11.0,79,
11,02.10.2020.,09:00,Sarajevo,ESE,2.7,936.5,11.4,79,
11,02.10.2020.,09:00,Sarajevo,ESE,2.7,936.5,11.4,79,
11,02.10.2020.,09:00,Sarajevo,ESE,2.7,936.5,11.4,79,
11,02.10.2020.,09:00,Sarajevo,ESE,2.7,936.5,11.4,79,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,10:00,Sarajevo,ESE,1.3,936.6,13.1,75,
11,02.10.2020.,19:00,Sarajevo,SW,1.6,936.2,19.2,54,
11,02.10.2020.,20:00,Sarajevo,SE,1.3,936.5,17.4,62,
11,02.10.2020.,20:00,Sarajevo,SE,1.3,936.5,17.4,62,
11,02.10.2020.,20:00,Sarajevo,SE,1.3,936.5,17.4,62,
11,02.10.2020.,20:00,Sarajevo,SE,1.3,936.5,17.4,62,
11,02.10.2020.,21:00,Sarajevo,NNE,1.2,936.6,17.2,63,
11,04.10.2020.,12:00,Sarajevo,SSW,3.1,938.0,24.5,30,
11,04.10.2020.,12:00,Sarajevo,SSW,3.1,938.0,24.5,30,
11,05.10.2020.,08:00,Sarajevo,WNW,2.8,937.1,19.4,46,
11,05.10.2020.,08:00,Sarajevo,WNW,2.8,937.1,19.4,46,
11,05.10.2020.,08:00,Sarajevo,WNW,2.8,937.1,19.4,46,
11,05.10.2020.,08:00,Sarajevo,WNW,2.8,937.1,19.4,46,
11,05.10.2020.,09:00,Sarajevo,NW,1.9,937.5,19.9,46,
11,05.10.2020.,09:00,Sarajevo,NW,1.9,937.5,19.9,46,
11,05.10.2020.,09:00,Sarajevo,NW,1.9,937.5,19.9,46,
11,05.10.2020.,09:00,Sarajevo,NW,1.9,937.5,19.9,46,
11,05.10.2020.,10:00,Sarajevo,NW,1.4,937.5,21.1,50,
11,05.10.2020.,10:00,Sarajevo,NW,1.4,937.5,21.1,50,
11,05.10.2020.,10:00,Sarajevo,NW,1.4,937.5,21.1,50,
11,05.10.2020.,10:00,Sarajevo,NW,1.4,937.5,21.1,50,
11,05.10.2020.,11:00,Sarajevo,NNE,1.6,936.9,22.1,49,
11,05.10.2020.,11:00,Sarajevo,NNE,1.6,936.9,22.1,49,
11,05.10.2020.,11:00,Sarajevo,NNE,1.6,936.9,22.1,49,
11,05.10.2020.,11:00,Sarajevo,NNE,1.6,936.9,22.1,49,
11,05.10.2020.,12:00,Sarajevo,W,2.4,937.4,23.6,40,
11,05.10.2020.,12:00,Sarajevo,W,2.4,937.4,23.6,40,
11,05.10.2020.,12:00,Sarajevo,W,2.4,937.4,23.6,40,
11,05.10.2020.,12:00,Sarajevo,W,2.4,937.4,23.6,40,
11,05.10.2020.,13:00,Sarajevo,WSW,3.0,937.7,24.7,40,
11,05.10.2020.,13:00,Sarajevo,WSW,3.0,937.7,24.7,40,
11,05.10.2020.,13:00,Sarajevo,WSW,3.0,937.7,24.7,40,
11,05.10.2020.,13:00,Sarajevo,WSW,3.0,937.7,24.7,40,
11,05.10.2020.,14:00,Sarajevo,WSW,2.0,937.5,24.6,39,
11,05.10.2020.,14:00,Sarajevo,WSW,2.0,937.5,24.6,39,
11,05.10.2020.,14:00,Sarajevo,WSW,2.0,937.5,24.6,39,
11,05.10.2020.,14:00,Sarajevo,WSW,2.0,937.5,24.6,39,
11,05.10.2020.,15:00,Sarajevo,S,3.2,937.8,23.1,38,
11,06.10.2020.,08:00,Sarajevo,NE,1.1,941.3,13.2,82,
11,06.10.2020.,08:00,Sarajevo,NE,1.1,941.3,13.2,82,
11,06.10.2020.,08:00,Sarajevo,NE,1.1,941.3,13.2,82,
11,06.10.2020.,08:00,Sarajevo,NE,1.1,941.3,13.2,82,
11,06.10.2020.,09:00,Sarajevo,WNW,0.7,941.9,16.2,70,
11,06.10.2020.,09:00,Sarajevo,WNW,0.7,941.9,16.2,70,
11,06.10.2020.,09:00,Sarajevo,WNW,0.7,941.9,16.2,70,
11,06.10.2020.,09:00,Sarajevo,WNW,0.7,941.9,16.2,70,
11,06.10.2020.,10:00,Sarajevo,W,0.9,941.4,19.7,58,
11,06.10.2020.,10:00,Sarajevo,W,0.9,941.4,19.7,58,
11,06.10.2020.,10:00,Sarajevo,W,0.9,941.4,19.7,58,
11,06.10.2020.,10:00,Sarajevo,W,0.9,941.4,19.7,58,
11,06.10.2020.,11:00,Sarajevo,WSW,1.0,941.6,21.7,45,
11,06.10.2020.,11:00,Sarajevo,WSW,1.0,941.6,21.7,45,
11,06.10.2020.,11:00,Sarajevo,WSW,1.0,941.6,21.7,45,
11,06.10.2020.,11:00,Sarajevo,WSW,1.0,941.6,21.7,45,
11,06.10.2020.,12:00,Sarajevo,WNW,1.6,941.5,22.5,42,
11,06.10.2020.,12:00,Sarajevo,WNW,1.6,941.5,22.5,42,
11,06.10.2020.,12:00,Sarajevo,WNW,1.6,941.5,22.5,42,
11,06.10.2020.,12:00,Sarajevo,WNW,1.6,941.5,22.5,42,
11,06.10.2020.,13:00,Sarajevo,W,1.9,941.0,23.4,33,
11,06.10.2020.,13:00,Sarajevo,W,1.9,941.0,23.4,33,
11,06.10.2020.,13:00,Sarajevo,W,1.9,941.0,23.4,33,
11,06.10.2020.,13:00,Sarajevo,W,1.9,941.0,23.4,33,
11,06.10.2020.,14:00,Sarajevo,W,1.9,940.3,23.5,27,
11,06.10.2020.,14:00,Sarajevo,W,1.9,940.3,23.5,27,
11,06.10.2020.,14:00,Sarajevo,W,1.9,940.3,23.5,27,
11,06.10.2020.,14:00,Sarajevo,W,1.9,940.3,23.5,27,
11,06.10.2020.,15:00,Sarajevo,WSW,2.5,940.3,24.7,26,
11,,08:00,Sarajevo,E,1.4,938.7,12.7,65,
11,,08:00,Sarajevo,E,1.4,938.7,12.7,65,
11,,08:00,Sarajevo,E,1.4,938.7,12.7,65,
11,,08:00,Sarajevo,E,1.4,938.7,12.7,65,
11,,09:00,Sarajevo,E,1.9,938.6,14.1,61,
11,,09:00,Sarajevo,E,1.9,938.6,14.1,61,
11,,09:00,Sarajevo,E,1.9,938.6,14.1,61,
11,,09:00,Sarajevo,E,1.9,938.6,14.1,61,
11,07.10.2020.,10:00,Sarajevo,ENE,1.2,937.9,15.6,56,
11,07.10.2020.,10:00,Sarajevo,ENE,1.2,937.9,15.6,56,
11,07.10.2020.,10:00,Sarajevo,ENE,1.2,937.9,15.6,56,
11,07.10.2020.,10:00,Sarajevo,ENE,1.2,937.9,15.6,56,
11,07.10.2020.,11:00,Sarajevo,SE,1.3,937.8,15.9,57,
11,07.10.2020.,11:00,Sarajevo,SE,1.3,937.8,15.9,57,
11,07.10.2020.,11:00,Sarajevo,SE,1.3,937.8,15.9,57,
11,07.10.2020.,11:00,Sarajevo,SE,1.3,937.8,15.9,57,
11,07.10.2020.,12:00,Sarajevo,SSE,1.5,937.3,16.4,59,
11,07.10.2020.,12:00,Sarajevo,SSE,1.5,937.3,16.4,59,
11,07.10.2020.,12:00,Sarajevo,SSE,1.5,937.3,16.4,59,
11,07.10.2020.,12:00,Sarajevo,SSE,1.5,937.3,16.4,59,
11,07.10.2020.,13:00,Sarajevo,S,1.5,937.2,16.5,65,0.2
11,08.10.2020.,08:00,Sarajevo,WSW,0.7,945.5,9.1,96,0.4
11,08.10.2020.,08:00,Sarajevo,WSW,0.7,945.5,9.1,96,0.4
11,08.10.2020.,08:00,Sarajevo,WSW,0.7,945.5,9.1,96,0.4
11,08.10.2020.,08:00,Sarajevo,WSW,0.7,945.5,9.1,96,0.4
11,08.10.2020.,09:00,Sarajevo,WSW,0.7,946.2,9.3,89,
11,08.10.2020.,09:00,Sarajevo,WSW,0.7,946.2,9.3,89,
11,08.10.2020.,09:00,Sarajevo,WSW,0.7,946.2,9.3,89,
11,08.10.2020.,09:00,Sarajevo,WSW,0.7,946.2,9.3,89,
11,,10:00,Sarajevo,W,1.0,946.7,9.8,85,
11,,10:00,Sarajevo,W,1.0,946.7,9.8,85,
11,,10:00,Sarajevo,W,1.0,946.7,9.8,85,
11,,10:00,Sarajevo,W,1.0,946.7,9.8,85,
11,,11:00,Sarajevo,W,1.2,947.1,10.2,81,
11,,11:00,Sarajevo,W,1.2,947.1,10.2,81,
11,,11:00,Sarajevo,W,1.2,947.1,10.2,81,
11,,11:00,Sarajevo,W,1.2,947.1,10.2,81,
11,,12:00,Sarajevo,W,1.4,947.0,11.1,75,
11,,12:00,Sarajevo,W,1.4,947.0,11.1,75,
11,,12:00,Sarajevo,W,1.4,947.0,11.1,75,
11,,12:00,Sarajevo,W,1.4,947.0,11.1,75,
11,,13:00,Sarajevo,W,1.5,946.8,11.9,70,
11,,13:00,Sarajevo,W,1.5,946.8,11.9,70,
11,,13:00,Sarajevo,W,1.5,946.8,11.9,70,
11,,13:00,Sarajevo,W,1.5,946.8,11.9,70,
11,,14:00,Sarajevo,NNW,0.7,946.6,12.8,63,
11,,14:00,Sarajevo,NNW,0.7,946.6,12.8,63,
11,,14:00,Sarajevo,NNW,0.7,946.6,12.8,63,
11,,14:00,Sarajevo,NNW,0.7,946.6,12.8,63,
11,,15:00,Sarajevo,WNW,1.3,946.4,14.0,57,
11,09.10.2020.,08:00,Sarajevo,ESE,2.1,950.2,4.3,92,
11,09.10.2020.,08:00,Sarajevo,ESE,2.1,950.2,4.3,92,
11,09.10.2020.,08:00,Sarajevo,ESE,2.1,950.2,4.3,92,
11,09.10.2020.,08:00,Sarajevo,ESE,2.1,950.2,4.3,92,
11,09.10.2020.,09:00,Sarajevo,ESE,2.0,950.3,8.0,74,
11,09.10.2020.,09:00,Sarajevo,ESE,2.0,950.3,8.0,74,
11,09.10.2020.,09:00,Sarajevo,ESE,2.0,950.3,8.0,74,
11,09.10.2020.,09:00,Sarajevo,ESE,2.0,950.3,8.0,74,
11,09.10.2020.,10:00,Sarajevo,SW,0.9,950.3,9.0,75,
11,09.10.2020.,10:00,Sarajevo,SW,0.9,950.3,9.0,75,
11,09.10.2020.,10:00,Sarajevo,SW,0.9,950.3,9.0,75,
11,09.10.2020.,10:00,Sarajevo,SW,0.9,950.3,9.0,75,
11,09.10.2020.,11:00,Sarajevo,WSW,1.4,950.3,10.8,69,
11,09.10.2020.,11:00,Sarajevo,WSW,1.4,950.3,10.8,69,
11,09.10.2020.,11:00,Sarajevo,WSW,1.4,950.3,10.8,69,
11,09.10.2020.,11:00,Sarajevo,WSW,1.4,950.3,10.8,69,
11,09.10.2020.,12:00,Sarajevo,WSW,1.3,949.9,12.8,64,
11,09.10.2020.,12:00,Sarajevo,WSW,1.3,949.9,12.8,64,
11,09.10.2020.,12:00,Sarajevo,WSW,1.3,949.9,12.8,64,
11,09.10.2020.,12:00,Sarajevo,WSW,1.3,949.9,12.8,64,
11,09.10.2020.,13:00,Sarajevo,W,1.2,949.4,14.4,59,
11,09.10.2020.,13:00,Sarajevo,W,1.2,949.4,14.4,59,
11,09.10.2020.,13:00,Sarajevo,W,1.2,949.4,14.4,59,
11,09.10.2020.,13:00,Sarajevo,W,1.2,949.4,14.4,59,
11,09.10.2020.,14:00,Sarajevo,W,1.5,948.4,16.3,53,
11,09.10.2020.,14:00,Sarajevo,W,1.5,948.4,16.3,53,
11,09.10.2020.,14:00,Sarajevo,W,1.5,948.4,16.3,53,
11,09.10.2020.,14:00,Sarajevo,W,1.5,948.4,16.3,53,
11,09.10.2020.,15:00,Sarajevo,W,1.3,948.0,18.0,47,
11,11.10.2020.,06:00,Sarajevo,ESE,3.3,942.4,7.1,84,
11,11.10.2020.,06:00,Sarajevo,ESE,3.3,942.4,7.1,84,
11,11.10.2020.,07:00,Sarajevo,ESE,3.2,942.5,6.4,86,
11,11.10.2020.,07:00,Sarajevo,ESE,3.2,942.5,6.4,86,
11,11.10.2020.,07:00,Sarajevo,ESE,3.2,942.5,6.4,86,
11,11.10.2020.,07:00,Sarajevo,ESE,3.2,942.5,6.4,86,
11,11.10.2020.,08:00,Sarajevo,ESE,2.3,942.6,7.0,86,
11,11.10.2020.,08:00,Sarajevo,ESE,2.3,942.6,7.0,86,
11,11.10.2020.,08:00,Sarajevo,ESE,2.3,942.6,7.0,86,
11,11.10.2020.,10:00,Sarajevo,SSE,1.0,942.1,11.9,70,
11,11.10.2020.,10:00,Sarajevo,SSE,1.0,942.1,11.9,70,
11,11.10.2020.,11:00,Sarajevo,SE,1.0,941.6,15.9,57,
11,11.10.2020.,11:00,Sarajevo,SE,1.0,941.6,15.9,57,
11,11.10.2020.,11:00,Sarajevo,SE,1.0,941.6,15.9,57,
11,11.10.2020.,11:00,Sarajevo,SE,1.0,941.6,15.9,57,
11,11.10.2020.,12:00,Sarajevo,SW,0.8,940.4,19.2,46,
11,11.10.2020.,12:00,Sarajevo,SW,0.8,940.4,19.2,46,
11,12.10.2020.,08:00,Sarajevo,WNW,1.4,935.3,11.1,96,7.2
11,12.10.2020.,08:00,Sarajevo,WNW,1.4,935.3,11.1,96,7.2
11,12.10.2020.,08:00,Sarajevo,WNW,1.4,935.3,11.1,96,7.2
11,12.10.2020.,09:00,Sarajevo,WNW,1.5,935.8,9.9,95,4.4
11,12.10.2020.,09:00,Sarajevo,WNW,1.5,935.8,9.9,95,4.4
11,12.10.2020.,09:00,Sarajevo,WNW,1.5,935.8,9.9,95,4.4
11,12.10.2020.,09:00,Sarajevo,WNW,1.5,935.8,9.9,95,4.4
11,12.10.2020.,10:00,Sarajevo,NW,2.4,936.1,8.8,96,3.9
11,12.10.2020.,10:00,Sarajevo,NW,2.4,936.1,8.8,96,3.9
11,12.10.2020.,10:00,Sarajevo,NW,2.4,936.1,8.8,96,3.9
11,12.10.2020.,10:00,Sarajevo,NW,2.4,936.1,8.8,96,3.9
11,12.10.2020.,11:00,Sarajevo,NW,1.8,936.2,8.7,98,3.2
11,12.10.2020.,11:00,Sarajevo,NW,1.8,936.2,8.7,98,3.2
11,12.10.2020.,11:00,Sarajevo,NW,1.8,936.2,8.7,98,3.2
11,12.10.2020.,11:00,Sarajevo,NW,1.8,936.2,8.7,98,3.2
11,12.10.2020.,12:00,Sarajevo,NW,1.9,936.4,8.1,97,2.2
11,12.10.2020.,12:00,Sarajevo,NW,1.9,936.4,8.1,97,2.2
11,12.10.2020.,12:00,Sarajevo,NW,1.9,936.4,8.1,97,2.2
11,12.10.2020.,12:00,Sarajevo,NW,1.9,936.4,8.1,97,2.2
11,12.10.2020.,13:00,Sarajevo,NW,1.9,936.3,7.5,95,1.3
11,12.10.2020.,13:00,Sarajevo,NW,1.9,936.3,7.5,95,1.3
11,12.10.2020.,13:00,Sarajevo,NW,1.9,936.3,7.5,95,1.3
11,12.10.2020.,13:00,Sarajevo,NW,1.9,936.3,7.5,95,1.3
11,12.10.2020.,14:00,Sarajevo,WNW,1.8,936.2,7.0,95,2.8
11,12.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,12.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,12.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,12.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,12.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,12.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,12.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,12.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,12.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,13.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,13.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,13.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,13.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,13.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,13.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,13.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,13.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
11,13.10.2020.,15:00,Sarajevo,WNW,1.3,936.1,6.9,95,1.4
14,14.10.2020.,11:00,Sarajevo,NW,1.0,933.0,6.7,77,
